35,0,0
34,0,1
34,1,3
33,1,1
32,1,0
32,2,2
31,2,1
30,2,2
30,1,0
29,1,1
28,1,0
28,2,2
27,2,1
26,2,2
26,1,0
25,1,1
24,1,0
24,2,2
23,2,1
22,2,2
22,1,0
21,1,1
20,1,0
20,2,2
19,2,1
18,2,2
18,1,0
17,1,1
16,1,0
16,2,2
15,2,1
14,2,1
14,1,0
13,1,1
12,1,0
12,2,2
11,2,0
10,2,2
10,1,0
9,1,1
8,1,0
8,2,2
7,2,1
6,2,2
6,1,0
5,1,1
4,1,0
4,2,2
3,2,1
2,2,2
2,1,0
1,1,1
0,1,1
